symbol	TCGA-91-6840	TCGA-78-8655	TCGA-NJ-A7XG	TCGA-38-4625	TCGA-38-4627	TCGA-85-A4QQ	TCGA-56-8628	TCGA-63-A5M9	TCGA-77-8128	TCGA-34-5231
GCLM	595	657	722	5950	2667	1464	1475	17487	2512	2522
UBR2	3383	2691	2707	4711	2651	3355	2230	2438	1712	4266
EHD2	4675	4617	13512	6678	14895	18304	7681	2442	6278	12175
DEPDC1	423	98	30	3636	228	742	298	1571	965	2637
CCDC28A	543	516	1430	2139	1704	920	920	1053	796	1094
RRAGD	295	422	1228	1892	1592	202	895	1958	3473	809
HSF2	364	227	383	1949	824	603	851	1503	983	1404
PHF20	2097	1284	1645	3981	2837	4875	1788	2340	2188	8739
HSD17B6	285	537	1439	1436	1444	58	492	258	444	171
NR1H3	816	1030	1236	6139	1592	268	1005	2064	586	1477
TYMP	2280	7077	9296	56128	6882	61067	8081	2456	1871	38341
NCAPH2	1270	1746	1974	12795	2614	6218	2266	6491	1741	11290
TOMM34	3977	953	1687	11627	2048	2172	1511	2862	3055	5854
SEC63	3486	1959	6111	11640	6399	5979	3741	6288	4144	7492
KPNA6	3023	1494	3490	11854	3509	5954	4137	3292	3851	7771
VIM	16118	25321	15133	34674	159082	8903	57645	17735	26443	27267
RTEL1-TNFRSF6B	137	110	386	242	84	324	281	251	88	461
FAS	263	532	582	17519	2403	231	820	730	219	738
RNASET2	1302	1573	1924	2795	3012	1381	2736	1366	1555	3263
CD44	3117	5435	5894	159599	30692	61403	19367	124197	33464	40157
KCNG1	27	3	1	6	91	563	208	809	1469	1977
AGPAT4	1532	174	733	1314	868	1354	765	241	320	2754
SLAMF7	992	887	239	4011	2077	341	1334	1119	166	3202
BTN3A1	888	2763	1901	5620	3366	771	2611	2531	490	3466
MIPEP	250	713	1426	1100	1336	1437	387	654	674	1959
PRKCH	1567	1551	968	1420	2346	1326	2741	2070	1585	4553
INSRR	4	4	2	11	31	3	5	7	6	5
IFNGR1	2118	4220	3109	34876	13796	15313	5665	4477	3340	4081
B4GALT7	784	1254	2491	2301	2913	2095	1318	2135	1209	2223
SH2D2A	161	116	83	573	221	434	281	314	441	965
VRK2	459	598	471	2338	896	996	947	1815	1349	2602
TNFRSF1B	1432	2062	934	4303	5226	679	3409	1516	516	3078
VEZT	5779	4316	4556	7113	6307	3288	2471	3285	2944	8750
POU2F2	462	274	69	536	487	196	874	267	143	861
BRD9	1258	1914	3448	2531	2268	4822	6449	3234	2416	4580
SNX1	3135	3608	6349	6960	6284	2989	6192	8150	3634	9843
TBPL1	416	313	419	2314	1026	812	873	2984	1009	1741
ARNTL2	252	862	584	14958	1720	3156	2056	3158	3725	7329
BCLAF1	3668	3043	4051	8866	4906	3938	4194	7580	4848	9680
SLC39A9	4364	2718	3029	7081	8333	5993	2881	4685	3620	10610
ANK1	41	24	36	2126	50	133	94	34	23	121
IBSP	38	9	1	8	416	57	81	29	23	22
TFB1M	150	226	273	1075	575	498	446	479	732	440
RABEP1	1312	1261	2620	4079	3286	1558	1445	2497	2534	5310
HMGB3	2882	3202	10793	39272	6483	4214	3886	13411	7247	7093
NUP160	2725	2288	2643	7041	3705	1684	1603	6483	3273	5470
BAK1	654	1058	1423	2871	2616	2992	1203	1408	855	2720
MUSK	9	5	2	34	25	0	22	7	13	9
IKZF2	824	1075	1298	677	763	86	1658	1679	631	1774
GRN	22293	26345	20500	64872	48259	50079	27567	27723	17847	45169
FAM13B	532	950	1698	1505	1560	745	965	1299	998	1622
ARHGAP31	1281	932	669	1818	3770	446	1926	544	659	1152
CENPQ	525	179	116	1398	439	498	290	963	278	926
SARS	3186	5028	6385	20281	12374	15048	4587	6741	4127	8602
RANBP3	1368	2305	3566	11190	2554	3340	3140	5868	3421	13022
ARID4A	1407	833	1098	1213	1129	779	916	832	800	2670
TSSC1	596	824	1182	5431	1659	1474	1179	1375	1427	4708
PNPLA6	1216	2422	2835	8034	4665	3695	3716	1865	2682	6756
IFT88	277	474	844	1057	611	364	319	390	406	817
ALG1	585	799	1942	3086	2677	987	772	1160	828	2272
ZCCHC8	752	1098	1472	2939	1091	1858	1049	1549	1472	3303
ABCF2	1195	2578	2829	15400	4763	3612	1990	2460	4628	10608
CHPF2	2385	5774	5392	10502	9060	4262	5625	3086	4092	5313
LRRC7	28	26	27	37	31	48	159	215	25	70
FUT8	1442	4501	5542	7736	3850	540	1557	2438	2022	1611
UBA6	1129	1336	2168	5303	2777	2686	3886	2958	2108	12941
GAB2	1169	782	3138	2405	2006	558	1518	562	1372	3414
ATP6V0A1	2517	2175	5041	5902	3044	2450	2275	2006	3053	7267
PIAS1	1211	1245	1623	2515	1962	1086	1898	2262	1342	5510
SLC4A7	634	1587	735	2441	1488	434	1118	2336	1064	1710
APBA2	133	135	435	188	1275	63	245	730	947	6763
MAP2K3	1030	2194	4933	2946	3173	1003	2506	1928	1936	6356
EFCAB1	15	0	99	21	291	339	392	79	233	857
TMSB10	23460	52236	53796	191020	115649	100532	27155	56371	19210	74626
ASTE1	476	425	323	873	474	594	644	1137	296	1101
RNF19A	1656	3023	11876	4014	4126	5197	4552	2236	1737	3429
PEX3	593	213	275	3866	956	590	700	698	589	971
GABARAPL2	1917	2354	7517	5625	8184	3493	2626	5145	3133	3976
MYOC	1	8	2	6	20	0	15	2	5	524
SH3YL1	907	1581	6185	4550	1623	4205	1944	300	659	3131
FAM136A	1209	1519	3253	4236	2270	1757	973	4602	2197	4036
VCL	5924	3621	4208	21199	22321	9189	6783	6479	10180	14055
DEPDC1B	450	103	69	1196	162	661	216	1444	871	2063
DAPK2	579	422	1489	655	520	672	758	565	143	2034
NSMAF	1079	985	1377	7311	2287	4053	1594	1961	2962	4615
ADSS	2755	3309	5266	10117	5077	7254	1942	6000	9396	20049
STAP1	25	28	18	172	81	18	44	63	5	280
TIMP2	4273	13247	3515	33243	50709	2517	10758	8738	20845	14043
RFC1	1733	1712	2312	4275	2280	2707	2713	5760	2066	5157
TBC1D23	1389	1325	1431	6739	2700	3056	2682	3155	1687	4935
CUL3	2510	3401	3679	4783	3656	3556	2613	5755	1370	4868
MYOM2	27	79	159	36	73	3	264	97	95	397
OTC	0	1	0	1	11	1	3	2	0	8
CYP46A1	101	51	47	34	87	9	143	67	30	27
ZZZ3	1219	2069	1243	5031	1772	2231	1733	2278	1449	3624
SLC18A1	5	0	0	12	0	8	0	3	0	3
USP2	416	81	45	182	123	148	232	70	57	172
CASR	1	1	2	8	2	7	2	0	1	29
TUBG2	410	390	1294	1423	487	1234	763	1605	824	536
RPL26L1	321	594	1030	2355	1062	949	337	994	600	1884
FLT4	894	2159	756	869	1759	98	1225	672	366	860
NSUN2	3040	3054	6156	9368	3014	9130	4864	8049	5752	6295
FBXO42	1017	721	1260	1946	1770	2772	1612	1788	1380	2885
MFAP3	470	510	477	1396	2180	641	421	1024	507	1795
MRI1	465	703	1350	2813	432	1664	941	1557	1210	3450
METTL1	1101	874	1024	4131	973	1021	716	3695	1059	4331
HOXC8	223	0	0	80	108	136	23	33	486	879
AGA	918	1329	1634	7886	2018	1163	711	1157	708	3765
PI4K2B	858	1065	1092	3324	1234	1812	1029	1559	1619	1284
BOD1L1	1585	1697	2509	2618	1320	2357	3051	4938	2160	4451
MAT2B	1357	2570	5516	9334	6926	5083	2417	3725	2436	6439
TLL1	225	50	13	110	401	214	89	157	91	83
EDC4	1534	1355	4268	3147	1709	2112	2455	5337	2608	3272
TRIO	4366	4162	10566	14296	5838	8543	18523	6807	5341	6229
VCAN	2017	3182	4271	12991	84494	1200	10115	12134	13280	11218
CLEC16A	1124	1050	4076	2616	1759	1608	2026	2418	1434	9746
MSR1	748	2088	182	5812	12403	257	2273	1046	388	1468
CDH1	42757	17136	30343	31125	30567	12718	15194	35728	39567	28491
SKIV2L2	1504	2007	3789	6259	4374	2537	1434	2801	1785	5065
DNAH5	217	574	11238	822	1850	421	406	73	105	367
ZFYVE16	1034	1533	3348	2901	2463	1344	1162	2086	1369	2244
FAM65A	1249	1553	3810	4690	3091	2159	3931	2817	2717	2804
C6	72	3	61	48	169	29	99	18	1	108
RAI14	2862	7393	16332	10066	8188	29198	9615	21329	3257	4635
SOX30	139	6	13	32	74	16	16	5	11	10
PNKP	1440	1311	2086	3431	1419	2338	2248	3442	922	3200
BEST2	0	0	2	3	0	42	2	7	66	174
PHLPP2	421	271	555	1057	368	474	482	766	580	1083
SPDL1	464	237	226	2196	565	671	300	1320	724	1540
STAU2	1357	1520	3826	3985	3318	2945	2071	2004	2811	4845
PQLC2	621	448	780	1943	796	1307	970	771	922	1176
CTNS	343	884	1321	1730	2762	871	749	716	804	1498
RTN4R	172	583	474	1351	325	1528	861	605	3083	2474
PHF23	782	2107	3617	3256	2528	980	1168	1534	1729	2848
CDH10	7	0	2	1	7	0	3	10	0	513
INPP4A	1095	1356	1761	2074	2046	1403	1710	2269	1277	4556
RAB27B	211	4386	4044	6037	1848	2444	842	573	173	161
PSMA4	4055	2907	3660	12877	5815	4601	3439	10229	5120	12404
MYO16	11	5	6	54	31	8	39	71	33	64
LSG1	2489	1197	1542	5490	2257	6525	3323	5754	4180	4307
PARP3	571	1869	1483	3500	1244	527	1023	373	383	1429
TNC	824	15320	30153	8744	56823	15613	131908	82091	8041	5213
THAP3	320	399	622	1036	880	1080	530	561	460	1130
FAM65C	143	52	46	229	94	65	221	188	32	285
TDP1	1248	559	201	532	1030	1026	710	1546	1116	2659
AIFM2	1042	436	1786	1643	1363	746	543	1125	1339	798
C2orf83	0	0	0	2	0	1	0	1	0	1
SPATA7	517	305	277	525	685	666	324	557	215	704
MED17	1013	1524	1507	2619	1549	1546	1273	1470	1190	2724
RETSAT	905	2146	4990	9141	4510	3192	2110	2979	2728	12019
CAPG	3226	8246	8621	36352	19850	15026	10111	5874	5132	12539
AP2S1	2153	2679	2700	8915	6248	4885	2521	7291	2461	7912
USH2A	19	7	6	69	16	7	5	44	28	567
ZPBP	0	0	1	0	8	1	0	0	0	0
TG	19	9	8	30	57	121	170	45	632	47
ADAM28	598	1282	5418	1331	1630	768	801	869	220	551
BARX2	88	271	52	13	307	4280	531	9	17	784
DCUN1D1	1889	1019	1212	3579	2809	3018	5546	6847	10773	21311
JADE2	1445	2221	10426	5942	3240	2214	1603	6351	2734	23495
ZIC2	0	742	2	48	12	15	217	537	1001	6273
LCP2	902	1380	371	3703	2314	562	1737	1186	296	1709
TRIT1	915	699	923	3061	729	1407	1257	1219	2039	2380
ADRB1	101	56	176	25	40	19	129	59	21	11
GUCA2B	2	0	0	0	0	0	0	0	0	3
CUL7	4562	4465	3775	4118	2800	1831	5677	3617	2012	5472
CTNNA1	8927	19796	50762	35162	28799	31519	14602	16282	15260	25897
PHKA2	1844	950	1054	3879	856	1999	2310	1801	2234	5971
CNTLN	280	104	70	1618	528	98	347	2081	578	1422
EPHA3	134	258	69	209	1078	143	164	752	92	360
HSPA5	67646	24025	41706	91208	41881	36725	34935	37891	41719	66277
DSG2	5248	6263	11676	22625	6279	9114	11278	37137	27067	14282
GEMIN8	268	390	480	1499	967	808	545	335	451	1242
OFD1	1531	1201	1415	2268	996	2004	1394	1741	1517	2884
GPM6B	257	169	117	336	654	142	615	242	552	933
MAGEC2	6	1	1	20791	1	3	39	10441	12	0
PREX2	571	171	121	236	655	60	370	118	81	242
WDR37	294	312	1290	2103	964	786	2989	857	975	1536
YTHDC2	807	1036	2532	2112	1024	1416	1191	1534	1407	2583
CTPS2	1339	1069	848	2967	1250	568	1103	1200	1398	3110
ATP6V1H	1898	1517	3016	10837	2899	5484	2739	1613	1722	4249
POLR2B	2459	3173	4991	8706	5960	6940	4395	15301	3502	11916
FAM214A	931	2861	3135	1832	1630	655	1645	1655	925	2139
ARAP2	613	1119	1379	1700	762	3158	1706	1561	1599	4424
TPR	4942	6098	9178	15627	3322	6939	7551	10373	6975	20431
CP	165	21654	35481	543	26943	705	6535	6671	64	1616
KIAA0556	1390	1056	2846	2058	1318	1403	1386	1613	867	2601
DTNBP1	543	919	1152	1467	1173	464	735	1381	713	2369
XK	323	13	106	48	110	225	80	387	678	3358
ANO2	22	11	14	28	50	7	141	62	23	62
C12orf4	408	498	600	2918	1560	899	728	1804	1005	2286
SCML1	527	273	400	1144	275	296	398	683	632	1154
WWC3	1458	2318	3122	1336	3680	4676	3875	1978	4179	5446
ARHGAP6	174	138	107	191	430	14	280	148	50	82
FAM184B	29	5	38	28	6	24	48	50	293	380
MAP4	5111	9060	9500	39666	18023	13242	10166	7986	11320	27647
GOPC	1819	852	1056	8015	3531	5354	2570	3101	2132	3763
ROS1	333	1759	13459	29395	5440	1220	2070	630	20	415
USP28	1737	811	1274	2704	1382	1481	1790	3043	1631	5612
HDAC9	145	149	59	5845	753	544	412	563	116	2030
TSPAN17	1039	2144	4807	5009	4831	4487	1960	2727	2030	2693
NOP16	445	679	1672	2728	580	1756	420	981	918	2185
CC2D2A	628	322	456	1716	1412	120	766	1351	922	1658
RRM2B	1296	1199	4209	3975	3389	4713	2502	2181	1768	2799
ZNF800	586	691	829	2045	950	807	872	1018	1590	2944
TNFRSF17	92	25	13	251	195	23	73	74	12	196
SNX29	1085	759	1071	1648	2818	1734	1325	1703	1218	3933
LMO3	293	15211	23203	1569	3053	15	1522	329	16	472
MRPS10	2027	1740	1609	7281	2959	2722	1341	4175	1967	4073
GUCA1A	6	10	1	14	65	3	19	29	28	24
RSF1	2592	1969	2805	2627	2782	1970	2920	2821	2868	7884
VPS13D	3104	1187	2761	2721	2693	5390	3488	2469	2154	7100
CELF2	1650	1259	7493	1895	2423	259	2665	1057	1254	1106
FAM120A	2311	8650	10235	17465	9424	13139	5198	8767	11041	20019
R3HDM1	1091	927	884	2772	1136	2169	2001	1990	2552	6244
COL9A2	1818	515	1623	688	751	1319	6333	999	598	1657
KITLG	1254	2376	4956	14657	2574	1140	3401	5845	1574	923
ERCC8	189	284	484	600	781	372	235	700	230	616
ADAMTS6	34	48	60	752	180	95	78	60	89	107
H6PD	1736	1944	4200	3678	7664	4278	7569	3985	5575	7715
VAMP3	3153	2439	4297	11324	10244	10662	4399	3859	2925	6430
PER3	461	243	2096	670	1406	3323	2069	642	663	2482
UTS2	1	1	7	840	8	3	6	7	1	7
TNFRSF9	135	140	25	617	200	167	177	122	46	819
EPN3	637	1429	1890	1492	227	2193	222	2156	2222	1658
LTBP1	1691	641	1371	2672	18718	15855	12305	3693	5481	8672
RCN1	4140	4399	3265	10118	16452	1292	3005	27923	3996	7233
ELN	2628	1486	3169	5336	42233	137	6591	799	7310	6438
RFC2	778	1298	1032	8650	1697	2728	1342	1990	3177	6213
ARID1B	2461	1672	2565	3846	2825	3483	4822	2471	4640	9005
CLPTM1L	4826	11730	20024	17585	19450	15346	12097	11142	8656	12189
NEDD4L	2159	3267	12895	8858	1569	1325	4420	6778	7385	9282
FOXP3	165	282	60	370	184	82	314	115	78	747
PPP1R3F	97	127	199	2025	365	251	238	75	232	196
HEXB	2895	5714	5477	20591	14755	5221	3755	6242	3532	7669
PTCD2	223	364	773	789	479	483	315	675	481	1125
KIAA2022	111	169	438	7	51	25	115	220	205	37
JKAMP	1490	1106	1862	3336	3139	3763	1434	2525	1437	3504
DKK3	2413	1090	1160	9209	33079	1266	13000	4352	4936	5722
ARHGEF5	331	880	1059	1766	471	1126	1155	900	2108	4025
NFE2L3	689	1559	1168	8393	3414	1683	1982	2474	3261	5883
MCUR1	843	2217	2807	3567	2180	1701	1813	3059	1945	6010
LIMA1	3679	2495	4006	7607	8297	8259	10031	6788	8150	14630
LETMD1	1326	1720	3412	4602	2409	2345	2099	2734	2708	6937
SLC4A8	577	72	132	111	265	87	157	108	696	183
LAMC3	2092	1720	509	1094	770	37	1526	2164	650	1053
PTGER3	3	30	2	51	354	19	30	388	217	65
TNIP3	32	74	57	120	44	17	391	57	10	89
MAPK9	1415	1366	3637	5040	3538	3053	1120	2233	1614	4685
COL23A1	56	31	31	75	115	228	61	70	52	186
BCAR1	3581	2781	7337	5976	6021	4882	5396	4362	5619	5870
FAM160A2	1431	1790	2923	3359	1320	2291	1774	1916	2370	2365
HERPUD1	3462	3830	8611	7909	16243	4204	4418	14267	2863	9114
HOMER3	513	1367	1618	11117	2920	4599	1376	4626	2389	3320
RAD51	278	125	87	2074	208	719	267	1717	1353	3836
POLQ	287	72	35	732	49	956	403	2959	1090	1818
PIK3CB	1096	996	941	7711	3306	3593	1870	5803	1163	5483
CYBA	3082	8773	9416	6661	15317	3063	5644	1857	2870	5052
THOC3	277	174	474	1792	703	759	447	2776	1724	3153
HEBP2	1500	1522	918	18450	4703	5564	2456	3052	3175	4592
MPHOSPH9	384	287	320	1304	417	789	589	1096	909	3429
PLEKHA5	1291	2263	2131	2385	1800	950	2367	5035	4068	3922
PRSS8	12565	14744	12621	35869	5834	5833	5036	5156	1341	1288
SIKE1	1370	1510	1188	3276	2303	3541	1732	930	1638	3069
RRP12	1475	1405	3114	6301	1743	2206	1325	2120	2249	6311
FNIP2	997	1944	4862	3235	3300	1528	1792	880	1833	3739
MSMO1	519	1457	4545	9434	4932	6432	6277	8401	2772	5176
TTC17	3991	3359	4715	10984	4678	2408	2841	11752	2571	6829
ALX4	4	1	2	1	7	6	9	45	32	477
FSTL4	52	17	39	41	117	22	554	263	2819	3004
FOXN3	2769	1274	870	5119	4974	4065	4169	8270	5690	5527
METTL24	14	6	3	52	205	1	91	17	196	19
AKR7A2	1269	638	1370	9245	3764	2550	1504	1743	1826	3177
MRTO4	1768	962	1437	8148	1988	3090	1443	2653	2558	6169
NNAT	21	16	70	24	37	75	106	97	18	155
USE1	429	583	992	2378	1372	1769	518	1891	816	3614
MCF2L2	20	20	26	76	58	155	77	559	279	84
NRIP2	111	89	151	122	490	65	199	184	225	491
LAMA3	3449	306	2159	11921	2242	14070	16215	6318	7866	68393
AP5M1	1798	963	1444	2196	2950	1741	1500	1120	1513	3706
ANAPC4	636	891	1771	2422	1178	1348	1395	1448	788	2461
KCNQ1	261	1168	4125	912	1254	181	1257	502	164	488
TRAPPC3	1367	1082	2088	7672	4195	4209	2331	2311	2306	4384
THRAP3	5437	3491	7172	13934	5507	7076	6883	8080	7071	15005
PHPT1	1681	3159	4711	2548	3892	4056	1644	2442	1629	2621
ENTPD2	51	62	90	939	61	1061	34	20	207	797
LY75	622	269	78	1504	606	973	877	228	102	690
ARID4B	1771	2401	3041	3746	2005	2145	1568	3489	2511	8476
OPN3	42	341	161	2883	1183	928	310	238	239	1349
SDCCAG8	533	846	1995	3079	1502	1320	869	1583	1946	4559
PTPRN	2	7	0	55	376	14	113	70	70	59
HHAT	246	672	725	246	1286	516	536	1492	1590	732
KIF1B	1676	968	2011	3659	2713	4377	3635	3709	3071	5317
FOXC1	230	481	357	1137	1202	1159	926	342	193	1747
TBC1D22A	825	1669	2586	4552	2614	3334	2303	3619	841	5490
SYNE2	6094	3013	3740	4089	2787	16510	8563	12777	8752	14935
PLEKHH1	488	177	91	330	124	467	1215	310	671	942
ATP9A	2960	2626	4680	4873	8287	8280	4194	3242	1134	1908
	1	0	0	0	0	0	0	0	0	0
CBLN4	94	16	0	216	237	2	37	4	10	7
CHRDL2	131	16	42	148	105	27	81	23	19	74
FAM168A	2037	1372	2305	3245	5482	1160	4834	3856	2970	6435
RELT	199	363	307	1081	518	342	956	584	520	1204
GALC	1688	1571	1458	1701	5211	1841	2205	4949	1432	592
NOP58	3005	2436	2780	8743	1986	4738	2386	7499	5144	9600
SZRD1	3510	3416	5099	12414	11626	7704	6420	5566	5079	10633
KCNH2	143	49	518	41	492	9	602	119	419	1641
CUL1	1203	2365	2870	8178	3831	3854	3478	3422	6292	9923
FAM114A2	425	521	1149	1649	1716	1072	543	826	433	1739
CYFIP2	1351	1322	2781	1301	3452	410	1237	1159	203	1408
TAB2	3957	2178	2098	9453	6492	4147	4204	4340	3423	6499
GINM1	3114	718	1239	4958	5198	3414	2265	2750	2856	3125
EIF2AK2	3712	2447	2887	19359	3310	3333	4426	6445	3462	18525
USP36	922	2555	3295	5990	1552	1256	1855	3473	2867	9914
KMT2C	3168	3598	3730	5733	1874	3054	4010	4029	5236	12244
MCOLN3	496	136	204	2091	85	87	950	1035	1097	271
CCDC85A	22	52	139	176	65	1	120	173	113	14
PUM2	3098	5510	7130	11129	7495	11805	8553	16006	9559	21254
MRPL43	1190	1652	3259	7536	4056	2895	1363	2072	2313	4886
ITIH4	50	16	89	13	34	30	26	23	3	20
ITIH1	14	1	0	7	1	1	6	4	2	7
HPF1	279	589	661	1682	1093	638	709	1471	718	2267
ZFR	3459	3654	3380	12789	6328	4946	5669	9133	5137	10346
ZNF280C	373	393	325	540	226	289	273	959	749	963
NPFFR2	2	1	7	2	21	0	11	2	8	4
PHF21B	2	0	6	0	8	5	5	41	13	41
TRAF1	457	1028	810	1781	787	584	1198	505	527	1619
RC3H2	3242	1287	1541	3175	2474	3346	1964	1714	3292	6172
IL17RB	130	227	288	886	157	61	121	179	154	293
TRAF3IP2	744	667	1523	5740	1519	3387	1733	3059	1696	2847
GYG2	463	724	687	779	721	34	209	495	255	331
DCBLD2	2959	4555	3715	32155	4652	1843	4759	3867	2858	5922
SERPINB3	0	0	119	0	648	14070	622	333	1022	269
SOAT1	2671	2183	2899	15276	5822	1464	2062	4284	2170	5709
PKP2	2043	714	66	16792	496	51	1399	5505	1176	470
MSH4	0	10	6	4	1	10	27	106	4	14
F7	184	3	1	5	13	1	2	3	7	22
GDI2	4881	3403	9421	48473	22454	8858	9604	5941	10037	21248
PRDM1	793	430	746	1389	1641	1159	1057	1910	843	4514
ATG5	1113	829	1790	8280	3270	2126	2009	3310	3151	3604
TMCC3	382	520	144	3199	2075	1200	878	305	1045	359
PITHD1	1319	912	2030	3975	2380	4030	2347	2114	2750	4349
MTA3	1069	1335	2692	7179	2134	1724	1930	4552	1580	4234
USP13	1617	546	354	2146	1218	143	701	5184	1653	10407
ATP11B	3156	2012	1763	4202	4280	8844	9643	15434	22014	35762
LAMC2	1144	13506	5211	21328	9864	133809	50326	33999	11685	11168
CDK14	214	336	504	3682	4216	483	1530	1331	647	705
SEC61A1	10659	17747	18215	63144	44180	25781	23297	32294	20101	40302
PPP1R12A	2480	2167	2056	6994	3413	2940	3022	12684	3483	7728
RASGRF1	356	215	246	1177	162	189	813	76	11	90
CAMK2B	14	4	9	18	57	12	83	20	21	769
CROCC	632	637	1912	879	1645	3262	2306	847	3102	2036
POLR3E	1468	1484	3340	4073	1622	1931	1759	2674	2029	5706
ATP2B4	4770	3278	13938	20448	10477	15210	8312	5953	8995	25519
ZC3H11A	3350	6446	8871	8676	3886	7005	5731	13817	6555	14491
RIOK2	717	742	1601	2084	1460	945	611	1200	709	1272
YIPF1	791	2777	1642	5679	3297	2185	1405	1233	822	1818
NDC1	1545	1091	697	10195	1684	3142	1154	3057	2489	7012
DGKG	46	57	50	212	341	7	901	2208	363	176
FLYWCH1	679	1260	3102	2590	2213	2945	2473	4336	3006	5250
UNKL	613	332	1314	660	626	733	1138	1901	1157	1568
TBXAS1	290	928	723	1904	3610	237	1240	807	206	769
PARP12	1774	2780	1647	12072	3014	3053	2373	1516	1848	7883
ALDH18A1	3254	2799	3820	12929	8768	2500	2821	4680	6395	12969
TARBP1	781	1836	3179	5203	1023	2524	1717	5525	3628	8576
GATB	449	515	857	3100	992	622	661	856	495	1963
MXD1	675	466	791	3631	2358	2440	1791	1723	1784	2012
CDK17	1367	1215	1145	2621	2429	1631	2072	1609	2359	3382
DNAJC25	353	458	499	976	495	597	330	731	525	624
SLC2A3	648	954	2534	10576	5742	557	2664	41694	6492	4204
PSD	592	193	209	288	657	210	550	163	402	244
CTDP1	422	1318	1965	3594	1487	1109	1395	903	2723	2161
YBX3	2384	6276	14933	18032	11118	36905	8372	18172	20731	38545
STYK1	117	125	412	745	214	170	286	1061	660	460
WNK1	4511	14306	22630	40884	7441	9580	10632	19089	16424	41979
RPS17P5	0	0	2	12	1	3	1	1	1	6
CCAR1	3578	2079	3563	6968	1886	3072	2328	4794	4025	9755
OGFR	1392	2834	3845	5615	2557	2509	2499	2273	2143	5995
GNA15	320	1547	1924	2979	2073	8341	1462	2593	1048	4133
CREB3L3	4	1	0	3	0	0	5	1	2	6
PIGV	253	282	1016	1682	1389	1196	484	1096	846	1151
PTPRU	3996	2132	7512	1249	5137	3827	4079	621	1364	2232
SNRNP40	1180	747	971	6987	2202	1884	1508	2231	1917	4710
RIMBP2	161	1	126	15	142	11	14	10	444	59
COL11A1	26	1644	17	671	33108	221	1306	1698	15636	6322
QSER1	364	1356	777	4041	1870	1558	1249	9707	3293	6662
MPC1	899	628	2381	2320	1637	791	685	656	717	1594
ACAA1	1160	1817	4519	3315	2034	1441	1739	1618	1540	2507
BCAT1	319	780	1025	13376	5731	221	3324	2672	3367	7016
HDAC7	4730	8181	8030	8507	5237	3477	6348	4573	4453	6840
LZTS1	1664	365	97	585	2223	372	926	312	607	535
PRDM6	111	320	370	94	1651	19	466	102	171	233
	0	0	0	0	1	0	1	0	0	6
SPAG4	321	358	349	1174	1093	125	429	755	127	434
NCKAP1	5547	6175	9064	14986	15121	16969	9884	15046	11752	26902
MRPS35	1460	1943	2256	6775	2938	2414	1276	5745	4207	8915
GUCY1B3	671	1364	715	819	2595	83	712	3550	709	721
SFSWAP	2010	1618	2644	3977	954	2984	2242	2256	2486	6361
TNK2	1727	1736	3304	3211	1393	12714	6295	9784	4467	2610
MON2	2321	1498	1698	3562	1822	1638	2488	5863	1694	5384
CDH3	12207	2291	9984	54127	6160	55323	21392	11082	11486	20870
ARSF	3	0	1	2	12	0	13	3	1	0
GPBP1	2878	2739	5403	6901	5938	3965	3079	5353	2512	8815
DGAT2	1499	113	188	1890	299	2465	190	321	270	2377
ZNF112	211	114	97	61	204	351	319	447	103	913
CS	6118	4844	5361	19523	6911	8243	5351	10006	10539	28637
LTK	136	1039	144	45	392	25	224	85	271	146
MRPS24	210	380	719	2817	717	974	203	298	644	1730
ELMO2	2022	2065	2709	8680	3543	2277	1829	2169	1969	5314
WAPL	3965	1464	1930	7345	3287	2238	1890	3078	3145	8397
VMP1	5444	13582	29921	14858	9528	12202	5688	18390	5180	9424
APPBP2	1305	2421	1532	3157	3444	1259	1363	3587	2126	5161
POLD1	1050	757	1880	4673	993	1999	1709	4954	1764	7138
SEZ6	18	2	2	3	2	0	14	6	3	7
EIF4B	8453	11153	17819	23642	20278	16593	7135	22737	16514	50045
SLC6A16	183	23	136	107	52	34	119	60	32	56
GLTSCR1	1293	877	1392	672	373	1216	1049	1197	742	2098
SPHK2	591	427	872	973	690	488	900	1322	641	1891
RPL18	18339	31529	35505	59590	42602	53854	16054	45656	26160	88278
CA11	115	425	1474	2180	1035	615	578	1356	716	326
ISOC2	1069	1618	2591	2826	3090	2196	1478	2546	1110	6932
U2AF2	7444	3496	8155	14873	7039	7930	7867	10987	7598	18430
EPN1	5223	5748	7844	8833	7017	10828	6722	5889	6176	15586
MED29	2725	2491	3223	4702	4564	3186	2288	7988	5523	6519
AHRR	211	13	58	62	70	209	393	89	114	306
	0	0	0	0	0	0	0	4	51	11
ZNF275	696	1435	1683	1628	2257	495	1230	2187	1890	2398
MTMR1	1263	3078	3674	3413	1982	3450	2770	6018	4409	6356
GPC1	3020	1803	2198	2442	16469	43100	28178	47772	24286	24740
ADCK1	535	298	499	435	516	508	437	1037	579	830
HAGH	789	1023	3536	5021	1722	1932	1270	1395	2223	2389
RNF4	1504	2162	3169	5702	3840	3195	3257	5067	2811	6787
CASP8	1169	1290	2014	2983	2012	1546	1690	2201	1137	3765
LIMCH1	3112	4028	6167	2140	5710	1693	2150	13327	493	2426
ASUN	606	681	892	7585	1257	1781	899	2724	1887	5938
TM7SF3	1332	2721	2617	9043	4713	2373	3178	10775	4815	15769
